id,second_name,first_name,minutes,value_season,value_form,form,total_points,points_per_game,team,team_code,in_dreamteam,now_cost,event_points,chance_of_playing_next_round,code,dreamteam_count,element_type,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,position
14,Kolasinac,Sead,90,0.4,0.0,0.0,2,2.0,Arsenal,3,False,48,0,0.0,111457,0,2,0,0,0,1,0,0,0,0,0,0,0,9,3.6,5.4,4.0,1.3,DEF
234,Choudhury,Hamza,69,0.4,0.0,0.0,2,0.7,Leicester,13,False,47,0,,197469,0,3,0,0,0,1,0,0,0,1,0,0,0,9,4.2,3.5,2.0,1.0,MID
169,Kean,Moise,13,0.4,0.0,0.0,2,1.0,Everton,11,False,57,0,0.0,242058,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1.3,11.0,0.9,FWD
214,Davis,Leif,31,0.5,0.0,0.0,2,1.0,Leeds,2,False,39,0,,455084,0,2,0,0,0,0,0,0,0,0,0,0,0,5,2.8,0.6,0.0,0.3,DEF
116,Christensen,Andreas,405,0.4,0.0,0.0,2,0.4,Chelsea,8,False,47,0,100.0,135363,0,2,0,0,0,10,0,0,0,1,1,0,0,53,81.0,4.5,20.0,10.6,DEF
245,San Miguel del Castillo,Adrián,180,0.5,0.0,0.0,2,1.0,Liverpool,14,False,42,0,,60706,0,1,0,0,0,9,0,0,0,0,0,7,0,28,42.2,0.0,0.0,4.2,GKP
124,Gilmour,Billy,34,0.5,0.0,0.2,2,1.0,Chelsea,8,False,44,0,100.0,243568,0,3,0,0,0,0,0,0,0,0,0,0,0,10,12.4,3.0,0.0,1.5,MID
426,Harper,Rekeem,30,0.5,0.0,0.2,2,1.0,West Brom,35,False,43,0,0.0,232427,0,3,0,0,0,2,0,0,0,0,0,0,0,7,6.0,2.3,7.0,1.6,MID
307,Tuanzebe,Axel,131,0.5,0.0,0.2,2,0.4,Man Utd,1,False,42,0,100.0,180804,0,2,0,0,0,3,1,0,0,1,0,0,0,19,33.6,4.0,0.0,3.6,DEF
471,Silva Nascimento Vinagre,Rúben Gonçalo,172,0.2,0.0,0.0,1,0.5,Wolves,39,False,41,0,0.0,216054,0,2,0,0,0,7,0,0,0,0,0,0,0,24,31.2,25.3,0.0,5.7,DEF
525,Odoi,Denis,270,0.2,0.0,0.0,1,0.3,Fulham,54,False,42,0,,72681,0,2,0,0,0,10,0,0,0,1,0,0,0,34,35.4,20.8,8.0,6.4,DEF
226,Barbosa Pereira,Ricardo Domingos,66,0.2,0.0,0.2,1,0.5,Leicester,13,False,59,0,100.0,111931,0,2,0,0,0,2,0,0,0,0,0,0,0,7,14.2,2.2,7.0,2.3,DEF
467,Buur,Oskar,22,0.3,0.0,0.0,1,1.0,Wolves,39,False,39,0,,179456,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0.6,0.5,0.0,0.1,DEF
230,Gray,Demarai,18,0.2,0.0,0.0,1,1.0,Leicester,13,False,51,0,0.0,172632,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0.2,1.3,3.0,0.5,MID
550,Molumby,Jayson,1,0.2,0.0,0.0,1,1.0,Brighton,36,False,45,0,0.0,220738,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,MID
645,Ødegaard,Martin,7,0.2,0.2,1.0,1,1.0,Arsenal,3,False,60,1,,184029,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.3,0.0,0.0,MID
186,Rodák,Marek,90,0.2,0.0,0.0,1,1.0,Fulham,54,False,43,0,,155529,0,1,0,0,0,3,0,0,0,0,0,2,0,11,18.2,0.0,0.0,1.8,GKP
630,Khadra,Reda,4,0.2,0.0,0.2,1,1.0,Brighton,36,False,45,0,,465572,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,2.0,0.2,MID
293,Ighalo,Odion,9,0.2,0.0,0.0,1,1.0,Man Utd,1,False,61,0,0.0,58498,0,4,0,0,0,1,0,0,0,0,0,0,0,1,0.0,0.1,2.0,0.2,FWD
643,Jankewitz,Alexandre,1,0.2,0.1,0.5,1,1.0,Southampton,20,False,45,1,,449781,0,3,0,0,0,0,0,0,0,0,0,0,0,3,4.4,0.3,0.0,0.5,MID
549,Llorente,Diego,90,0.2,0.0,0.2,1,0.5,Leeds,2,False,44,0,0.0,149915,0,2,0,0,0,3,0,0,0,1,0,0,0,14,30.2,0.9,0.0,3.1,DEF
318,Williams,Brandon,6,0.2,0.0,0.0,1,1.0,Man Utd,1,False,42,0,0.0,232937,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0.4,0.3,0.0,0.1,DEF
101,Caballero,Willy,90,0.2,0.0,0.0,1,1.0,Chelsea,8,False,47,0,,20310,0,1,0,0,0,3,0,0,0,0,0,0,0,7,4.2,0.0,0.0,0.4,GKP
613,Mumbongo,Joel,14,0.2,0.0,0.2,1,1.0,Burnley,90,False,45,1,,430367,0,4,0,0,0,1,0,0,0,0,0,0,0,1,0.0,1.2,0.0,0.1,FWD
381,Obafemi,Michael,13,0.2,0.0,0.0,1,1.0,Southampton,20,False,46,0,25.0,220598,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0.4,0.1,0.0,0.1,FWD
602,Anderson,Elliot,3,0.2,0.0,0.2,1,1.0,Newcastle,4,False,45,0,,215379,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.3,2.0,0.2,MID
380,Vokins,Jake,66,0.3,0.1,0.2,1,1.0,Southampton,20,False,39,0,0.0,214470,0,2,0,0,0,2,0,0,0,0,0,0,0,5,1.8,14.8,0.0,1.7,DEF
559,Nkounkou,Niels,68,0.2,0.0,0.0,1,1.0,Everton,11,False,40,0,0.0,495542,0,2,0,0,0,1,0,0,0,1,0,0,0,6,13.8,5.3,1.0,2.0,DEF
173,Le Marchand,Maxime,122,0.2,0.0,0.0,1,0.5,Fulham,54,False,41,0,,61739,0,2,0,0,0,1,0,0,0,2,0,0,0,12,12.6,1.6,1.0,1.6,DEF
539,Delap,Liam,39,0.2,0.0,0.0,1,1.0,Man City,43,False,44,0,,463034,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0.0,0.3,4.0,0.2,FWD
82,Bardsley,Phil,270,0.2,0.0,0.0,1,0.3,Burnley,90,False,44,0,100.0,17997,0,2,0,0,0,8,0,0,0,2,0,0,0,24,31.4,12.9,6.0,5.1,DEF
579,Slimani,Islam,19,0.2,0.0,0.0,1,1.0,Leicester,13,False,49,0,0.0,149828,0,4,0,0,0,1,0,0,0,0,0,0,0,3,0.2,11.7,6.0,1.8,FWD
618,Hackford,Antwoine,10,0.2,0.0,0.2,1,1.0,Sheffield Utd,49,False,45,0,,487836,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.1,18.0,1.8,FWD
499,Kipre,Cedric,0,0.0,0.0,0.0,0,0.0,West Brom,35,False,43,0,,183015,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,DEF
615,Richards,Lewis,0,0.0,0.0,0.0,0,0.0,Wolves,39,False,40,0,,437688,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,DEF
614,Cundle,Luke,0,0.0,0.0,0.0,0,0.0,Wolves,39,False,45,0,,245923,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,MID
416,Zohore,Kenneth,0,0.0,0.0,0.0,0,0.0,West Brom,35,False,48,0,0.0,82078,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,FWD
611,Perry,Taylor,0,0.0,0.0,0.0,0,0.0,Wolves,39,False,45,0,,232361,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,MID
616,Marques,Christian,0,0.0,0.0,0.0,0,0.0,Wolves,39,False,40,0,,481626,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,DEF
629,Lonwijk,Nigel,0,0.0,0.0,0.0,0,0.0,Wolves,39,False,40,0,,465551,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,DEF
384,Rose,Danny,0,0.0,0.0,0.0,0,0.0,Spurs,6,False,47,0,0.0,38290,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,DEF
610,Corbeanu,Theo,0,0.0,0.0,0.0,0,0.0,Wolves,39,False,45,0,,443296,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,MID
617,Söndergaard,Andreas,0,0.0,0.0,0.0,0,0.0,Wolves,39,False,40,0,,448487,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,GKP
444,Hugill,Jordan,0,0.0,0.0,0.0,0,0.0,West Ham,21,False,55,0,0.0,167522,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,FWD
553,Shabani,Meritan,0,0.0,0.0,0.0,0,0.0,Wolves,39,False,44,0,,225368,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,MID
600,Peltier,Lee,93,0.0,0.0,0.0,0,0.0,West Brom,35,False,40,0,,38716,0,2,0,0,0,5,0,0,0,1,0,0,0,12,17.2,11.1,0.0,2.9,DEF
482,Hart,Joe,0,0.0,0.0,0.0,0,0.0,Spurs,6,False,43,0,100.0,15749,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,GKP
447,Ajeti,Albian,0,0.0,0.0,0.0,0,0.0,West Ham,21,False,55,0,0.0,181008,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,FWD
406,Foyth,Juan,0,0.0,0.0,0.0,0,0.0,Spurs,6,False,43,0,0.0,234908,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,DEF
404,Skipp,Oliver,0,0.0,0.0,0.0,0,0.0,Spurs,6,False,44,0,0.0,209042,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,MID
420,Leko,Jonathan,0,0.0,0.0,0.0,0,0.0,West Brom,35,False,45,0,0.0,173809,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,MID
402,Tanganga,Japhet,0,0.0,0.0,0.0,0,0.0,Spurs,6,False,49,0,100.0,199584,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,DEF
401,Carvalho Fernandes,Gedson,0,0.0,0.0,0.0,0,0.0,Spurs,6,False,47,0,,195774,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,MID
521,Carter-Vickers,Cameron,0,0.0,0.0,0.0,0,0.0,Spurs,6,False,39,0,0.0,168763,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,DEF
399,Sessegnon,Ryan,0,0.0,0.0,0.0,0,0.0,Spurs,6,False,47,0,0.0,184349,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,DEF
434,Wilshere,Jack,0,0.0,0.0,0.0,0,0.0,West Ham,21,False,49,0,0.0,54102,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,MID
637,Alves,Frederik,0,0.0,0.0,0.0,0,0.0,West Ham,21,False,40,0,,486870,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,DEF
638,Odubeko,Ademipo,0,0.0,0.0,0.0,0,0.0,West Ham,21,False,45,0,,461533,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,FWD
433,Jimenez Gago,Roberto,0,0.0,0.0,0.0,0,0.0,West Ham,21,False,45,0,0.0,40694,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,GKP
453,Ruddy,John,0,0.0,0.0,0.0,0,0.0,Wolves,39,False,43,0,,19236,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,GKP
456,Bennett,Ryan,0,0.0,0.0,0.0,0,0.0,Wolves,39,False,44,0,0.0,41727,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,DEF
650,Devine,Alfie,0,0.0,0.0,0.0,0,0.0,Spurs,6,False,45,0,,496179,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,MID
429,Martin,David,0,0.0,0.0,0.0,0,0.0,West Ham,21,False,40,0,,19194,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,GKP
462,Castro Otto,Jonathan,0,0.0,0.0,0.0,0,0.0,Wolves,39,False,54,0,0.0,114128,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,DEF
463,Bonatini,Léo,0,0.0,0.0,0.0,0,0.0,Wolves,39,False,48,0,0.0,141569,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,FWD
393,Gazzaniga,Paulo,0,0.0,0.0,0.0,0,0.0,Spurs,6,False,43,0,,102884,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,GKP
301,Lingard,Jesse,0,0.0,0.0,0.0,0,0.0,West Ham,21,False,59,0,100.0,109322,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,MID
472,Sarkic,Matija,0,0.0,0.0,0.0,0,0.0,Wolves,39,False,44,0,0.0,216208,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,GKP
639,Lonergan,Andy,0,0.0,0.0,0.0,0,0.0,West Brom,35,False,40,0,,11948,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,GKP
475,Cavaco Jordao,Bruno André,0,0.0,0.0,0.0,0,0.0,Wolves,39,False,43,0,0.0,428610,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,MID
635,Tchaptchet,Allan,0,0.0,0.0,0.0,0,0.0,Southampton,20,False,40,0,,447093,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,DEF
476,Campana,Leonardo,0,0.0,0.0,0.0,0,0.0,Wolves,39,False,48,0,,474003,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,FWD
621,Diaby,Cheikh,0,0.0,0.0,0.0,0,0.0,West Brom,35,False,45,0,,505265,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,FWD
636,Watts,Caleb,16,0.0,0.0,0.0,0,0.0,Southampton,20,False,45,0,,456966,0,3,0,0,0,0,0,0,0,1,0,0,0,1,1.2,4.0,0.0,0.5,MID
1,Özil,Mesut,0,0.0,0.0,0.0,0,0.0,Arsenal,3,False,67,0,0.0,37605,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,MID
634,Ferry,Will,0,0.0,0.0,0.0,0,0.0,Southampton,20,False,45,0,,422306,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,MID
593,Ziger,Karlo,0,0.0,0.0,0.0,0,0.0,Chelsea,8,False,40,0,,431019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,GKP
145,Ferguson,Nathan,0,0.0,0.0,0.0,0,0.0,Crystal Palace,31,False,39,0,0.0,232423,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,DEF
143,Meyer,Max,0,0.0,0.0,0.0,0,0.0,Crystal Palace,31,False,47,0,0.0,141020,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,MID
136,Wickham,Connor,0,0.0,0.0,0.0,0,0.0,Crystal Palace,31,False,44,0,0.0,59125,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,FWD
135,Kelly,Martin,0,0.0,0.0,0.0,0,0.0,Crystal Palace,31,False,41,0,0.0,58786,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,DEF
126,Hennessey,Wayne,0,0.0,0.0,0.0,0,0.0,Crystal Palace,31,False,43,0,0.0,20066,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,GKP
605,Anjorin,Faustino,0,0.0,0.0,0.0,0,0.0,Chelsea,8,False,45,0,,223332,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,MID
121,Tomori,Fikayo,45,0.0,0.0,0.0,0,0.0,Chelsea,8,False,47,0,0.0,194794,0,2,0,0,0,2,0,0,0,0,0,0,0,8,26.6,0.1,0.0,2.7,DEF
625,Lewis,Harry,0,0.0,0.0,0.0,0,0.0,Southampton,20,False,40,0,,198044,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,GKP
612,Mancini,Anthony,0,0.0,0.0,0.0,0,0.0,Burnley,90,False,44,0,,465299,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,MID
592,Richardson,Lewis,0,0.0,0.0,0.0,0,0.0,Burnley,90,False,45,0,,461096,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,FWD
591,Thompson,Max,0,0.0,0.0,0.0,0,0.0,Burnley,90,False,45,0,,461450,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,FWD
583,Norris,Will,0,0.0,0.0,0.0,0,0.0,Burnley,90,False,40,0,,168399,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,GKP
551,Goodridge,Mace,0,0.0,0.0,0.0,0,0.0,Burnley,90,False,45,0,,195064,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,MID
536,Driscoll-Glennon,Anthony,0,0.0,0.0,0.0,0,0.0,Burnley,90,False,40,0,,195471,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,DEF
147,Pierrick,Brandon,0,0.0,0.0,0.0,0,0.0,Crystal Palace,31,False,43,0,,466955,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,MID
522,Woods,Sam,0,0.0,0.0,0.0,0,0.0,Crystal Palace,31,False,40,0,0.0,221272,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,DEF
534,Inniss,Ryan,0,0.0,0.0,0.0,0,0.0,Crystal Palace,31,False,40,0,0.0,114536,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,DEF
578,Henderson,Stephen,0,0.0,0.0,0.0,0,0.0,Crystal Palace,31,False,40,0,,42525,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,GKP
586,Butland,Jack,0,0.0,0.0,0.0,0,0.0,Crystal Palace,31,False,45,0,100.0,105666,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,GKP
641,Mateta,Jean-Philippe,0,0.0,0.0,0.0,0,0.0,Crystal Palace,31,False,60,0,100.0,231747,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,FWD
151,Lössl,Jonas,0,0.0,0.0,0.0,0,0.0,Everton,11,False,43,0,,57513,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,GKP
161,Gbamin,Jean-Philippe,0,0.0,0.0,0.0,0,0.0,Everton,11,False,50,0,0.0,160987,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,MID
167,Virgínia,João,0,0.0,0.0,0.0,0,0.0,Everton,11,False,43,0,,222627,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,GKP
170,Branthwaite,Jarrad,0,0.0,0.0,0.0,0,0.0,Everton,11,False,39,0,0.0,480455,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,DEF
596,Simms,Ellis,0,0.0,0.0,0.0,0,0.0,Everton,11,False,45,0,0.0,218997,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,FWD
644,Onyango,Tyler,0,0.0,0.0,0.0,0,0.0,Everton,11,False,45,0,,461446,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,MID
171,Agosto Ramírez,Fabricio,0,0.0,0.0,0.0,0,0.0,Fulham,54,False,40,0,,40559,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,GKP
172,McDonald,Kevin,0,0.0,0.0,0.0,0,0.0,Fulham,54,False,47,0,0.0,55038,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,MID
174,Johansen,Stefan,0,0.0,0.0,0.0,0,0.0,Fulham,54,False,47,0,0.0,61916,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,MID
177,Knockaert,Anthony,0,0.0,0.0,0.0,0,0.0,Fulham,54,False,50,0,0.0,83543,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,MID
178,Hector,Michael,262,0.0,0.0,0.0,0,0.0,Fulham,54,False,42,0,,84915,0,2,0,0,0,10,0,0,0,2,0,0,0,32,40.8,11.3,18.0,6.9,DEF
520,Thomas,Bobby,0,0.0,0.0,0.0,0,0.0,Burnley,90,False,39,0,0.0,461102,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,DEF
99,Peacock-Farrell,Bailey,90,0.0,0.0,0.0,0,0.0,Burnley,90,False,40,0,100.0,220037,0,1,0,0,0,5,0,0,0,0,0,1,0,9,6.4,0.0,0.0,0.6,GKP
94,Gibson,Ben,0,0.0,0.0,0.0,0,0.0,Burnley,90,False,39,0,0.0,83312,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,DEF
48,Moraes,Wesley,0,0.0,0.0,0.0,0,0.0,Aston Villa,7,False,60,0,0.0,213345,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,FWD
13,Chambers,Calum,0,0.0,0.0,0.0,0,0.0,Arsenal,3,False,45,0,100.0,101184,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,DEF
19,Torreira,Lucas,0,0.0,0.0,0.0,0,0.0,Arsenal,3,False,47,0,0.0,198849,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,MID
25,Guendouzi,Matteo,0,0.0,0.0,0.0,0,0.0,Arsenal,3,False,47,0,0.0,242166,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,MID
27,Saliba,William,0,0.0,0.0,0.0,0,0.0,Arsenal,3,False,40,0,0.0,462424,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,DEF
527,Macey,Matt,0,0.0,0.0,0.0,0,0.0,Arsenal,3,False,40,0,0.0,113534,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,GKP
547,Rúnarsson,Rúnar Alex,0,0.0,0.0,0.0,0,0.0,Arsenal,3,False,45,0,,115918,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,GKP
28,Heaton,Tom,0,0.0,0.0,0.0,0,0.0,Aston Villa,7,False,45,0,100.0,21205,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,GKP
30,Lansbury,Henri,0,0.0,0.0,0.0,0,0.0,Aston Villa,7,False,43,0,0.0,40564,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,MID
32,Steer,Jed,0,0.0,0.0,0.0,0,0.0,Aston Villa,7,False,40,0,,79852,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,GKP
34,Peleteiro Romallo,José Ignacio,0,0.0,0.0,0.0,0,0.0,Aston Villa,7,False,59,0,0.0,89274,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,MID
35,Nyland,Ørjan,0,0.0,0.0,0.0,0,0.0,Aston Villa,7,False,40,0,0.0,98770,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,GKP
36,Engels,Bjorn,0,0.0,0.0,0.0,0,0.0,Aston Villa,7,False,44,0,100.0,108156,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,DEF
43,Bree,James,0,0.0,0.0,0.0,0,0.0,Aston Villa,7,False,45,0,0.0,184386,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,DEF
47,Guilbert,Frédéric,0,0.0,0.0,0.0,0,0.0,Aston Villa,7,False,43,0,0.0,203368,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,DEF
49,Samatta,Mbwana,0,0.0,0.0,0.0,0,0.0,Aston Villa,7,False,59,0,0.0,217487,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,FWD
633,Weir,Jensen,0,0.0,0.0,0.0,0,0.0,Brighton,36,False,45,0,,440241,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,MID
51,Vassilev,Indiana,0,0.0,0.0,0.0,0,0.0,Aston Villa,7,False,43,0,0.0,223349,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,FWD
647,Sanson,Morgan,0,0.0,0.0,0.0,0,0.0,Aston Villa,7,False,55,0,,122775,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,MID
53,Murray,Glenn,0,0.0,0.0,0.0,0,0.0,Brighton,36,False,48,0,0.0,20529,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,FWD
58,Duffy,Shane,0,0.0,0.0,0.0,0,0.0,Brighton,36,False,43,0,0.0,61933,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,DEF
60,Mooy,Aaron,0,0.0,0.0,0.0,0,0.0,Brighton,36,False,50,0,0.0,74471,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,MID
63,Montoya,Martín,0,0.0,0.0,0.0,0,0.0,Brighton,36,False,45,0,0.0,86153,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,DEF
64,Andone,Florin,0,0.0,0.0,0.0,0,0.0,Brighton,36,False,48,0,0.0,93284,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,FWD
72,Izquierdo,José,0,0.0,0.0,0.0,0,0.0,Brighton,36,False,55,0,100.0,167473,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,MID
73,Clarke,Matthew,0,0.0,0.0,0.0,0,0.0,Brighton,36,False,44,0,0.0,178173,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,DEF
503,Walton,Christian,0,0.0,0.0,0.0,0,0.0,Brighton,36,False,40,0,100.0,108813,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,GKP
528,Steele,Jason,0,0.0,0.0,0.0,0,0.0,Brighton,36,False,40,0,,49262,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,GKP
