id,second_name,first_name,value_season,value_form,form,total_points,points_per_game,team,team_code,in_dreamteam,now_cost,event_points,chance_of_playing_next_round,code,dreamteam_count,element_type,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,position
490,Thiago,Thiago,12.3,0.8,4.2,69,4.6,Chelsea,8,False,56,9,100.0,51090,2,2,2,0,7,16,0,0,0,3,0,0,7,337,404.4,54.3,136.0,59.5,DEF
325,Darlow,Karl,13.6,0.5,2.7,68,3.4,Newcastle,4,False,50,1,100.0,59735,0,1,0,0,3,34,0,1,0,1,0,74,6,373,572.8,0.0,0.0,57.4,GKP
516,Areola,Alphonse,15.1,1.0,4.5,68,3.8,Fulham,54,False,45,10,,84182,1,1,0,0,4,24,0,0,0,0,0,72,7,345,521.4,0.0,0.0,51.9,GKP
252,Ramses Becker,Alisson,11.4,0.7,4.2,67,4.2,Liverpool,14,False,59,0,100.0,116535,1,1,0,0,5,13,0,1,0,1,0,35,6,301,343.0,0.0,0.0,34.2,GKP
156,Keane,Michael,13.1,0.8,4.3,67,3.9,Everton,11,False,51,2,,106611,2,2,3,0,4,21,0,0,0,0,0,0,6,326,430.8,38.7,165.0,63.5,DEF
88,Mee,Ben,13.5,1.3,6.6,66,5.1,Burnley,90,False,49,7,100.0,51927,1,2,2,0,6,12,0,0,0,0,0,0,7,260,359.2,24.6,144.0,53.1,DEF
558,Coufal,Vladimir,13.8,0.8,3.8,65,4.1,West Ham,21,False,47,1,,164555,0,2,0,4,5,20,0,0,0,2,0,0,9,312,334.2,351.5,92.0,78.0,DEF
17,Tierney,Kieran,12.0,1.1,6.0,65,3.8,Arsenal,3,False,54,0,75.0,192895,1,2,1,2,6,18,0,0,0,3,0,0,3,339,300.8,337.7,130.0,76.9,DEF
548,Mendy,Edouard,12.7,0.8,4.0,65,4.1,Chelsea,8,False,51,6,100.0,228286,0,1,0,0,8,14,0,0,0,0,0,29,0,301,235.2,0.0,0.0,23.7,GKP
455,dos Santos Patrício,Rui Pedro,12.0,0.5,2.6,65,3.2,Wolves,39,False,54,9,,38533,0,1,0,0,5,29,0,1,0,1,0,43,5,315,352.2,0.0,0.0,35.0,GKP
118,Abraham,Tammy,8.9,0.1,1.0,64,3.8,Chelsea,8,False,72,1,,173879,1,4,6,2,5,11,0,0,0,0,0,0,8,222,270.2,115.8,462.0,84.3,FWD
284,Foden,Phil,10.2,1.0,6.0,64,4.3,Man City,43,False,63,1,,209244,2,3,4,3,4,6,0,0,0,0,0,0,8,220,270.8,292.2,433.0,99.6,MID
461,Saïss,Romain,12.8,0.4,2.2,64,4.6,Wolves,39,False,50,0,100.0,107613,2,2,3,0,4,21,0,0,0,0,0,0,9,259,337.4,38.1,207.0,58.4,DEF
128,Guaita,Vicente,13.3,1.0,4.8,64,3.2,Crystal Palace,31,False,48,2,,40836,3,1,0,0,3,36,0,1,0,2,0,61,9,337,447.6,0.0,0.0,44.7,GKP
313,Wan-Bissaka,Aaron,11.9,0.8,4.5,64,3.6,Man Utd,1,False,54,1,100.0,214590,0,2,1,1,6,22,0,0,0,0,0,0,3,342,405.0,191.6,72.0,66.7,DEF
46,Konsa Ngoyo,Ezri,13.4,0.6,2.8,63,3.9,Aston Villa,7,False,47,1,100.0,199798,1,2,2,0,6,21,0,0,0,1,0,0,6,274,308.8,5.2,122.0,43.8,DEF
65,March,Solomon,12.6,0.4,2.0,63,3.3,Brighton,36,False,50,3,100.0,109345,1,3,2,2,5,25,0,0,0,0,0,0,6,252,340.2,367.5,276.0,98.3,MID
369,Vestergaard,Jannik,13.4,0.0,0.0,63,4.8,Southampton,20,False,47,0,0.0,93100,1,2,3,0,5,13,0,0,0,0,0,0,3,282,366.2,45.3,149.0,56.1,DEF
496,Cash,Matthew,12.6,0.6,2.8,63,3.7,Aston Villa,7,False,50,1,100.0,199796,0,2,0,2,8,21,0,0,0,5,0,0,5,321,343.2,251.8,69.0,66.5,DEF
368,Armstrong,Stuart,11.3,0.6,3.5,62,3.9,Southampton,20,False,55,8,100.0,91047,1,3,3,2,7,16,0,0,0,0,0,0,3,217,277.2,243.1,153.0,67.2,MID
11,Bellerín,Héctor,12.2,0.6,3.0,62,3.6,Arsenal,3,False,51,1,100.0,98745,3,2,0,3,5,17,0,0,0,7,0,0,11,291,251.8,260.8,125.0,63.8,DEF
296,Pogba,Paul,8.1,0.7,5.5,62,3.6,Man Utd,1,False,77,2,100.0,74208,1,3,3,2,4,17,0,0,0,2,0,0,9,233,295.2,198.2,235.0,72.5,MID
270,Walker,Kyle,10.2,0.2,1.4,62,4.4,Man City,43,False,61,0,100.0,58621,2,2,1,1,6,11,0,0,0,1,0,0,7,248,200.6,112.0,72.0,38.4,DEF
91,Wood,Chris,9.8,0.5,3.2,61,3.2,Burnley,90,False,62,8,,60689,0,4,4,0,7,23,0,0,0,0,0,0,7,143,212.8,176.0,511.0,89.2,FWD
481,Pereira,Matheus,10.7,1.0,5.8,60,3.8,West Brom,35,False,56,2,100.0,210407,1,3,4,3,2,35,0,0,0,1,1,0,5,243,314.4,418.0,198.0,93.1,MID
508,Rodríguez,James,7.8,0.5,3.7,60,4.6,Everton,11,False,77,8,100.0,60025,1,3,4,3,1,17,0,0,0,2,0,0,7,278,332.4,393.7,244.0,97.2,MID
16,Holding,Rob,13.3,1.5,6.6,60,3.5,Arsenal,3,False,45,2,100.0,156074,1,2,0,1,7,15,1,0,0,2,0,0,4,316,325.2,44.5,81.0,45.1,DEF
469,Castelo Podence,Daniel,11.3,0.2,0.8,60,3.8,Wolves,39,False,53,3,100.0,200600,0,3,3,2,6,15,0,0,0,2,0,0,5,209,250.0,202.6,375.0,82.9,MID
291,de Gea,David,11.1,0.9,5.0,59,3.3,Man Utd,1,False,53,1,100.0,51940,1,1,0,0,6,24,0,0,0,0,0,37,3,277,309.0,0.0,0.0,30.9,GKP
540,Traoré,Bertrand,10.0,0.8,5.0,59,3.7,Aston Villa,7,False,59,2,100.0,110504,1,3,4,2,5,11,0,0,0,0,0,0,3,206,244.2,208.4,376.0,82.8,MID
38,McGinn,John,10.7,0.2,1.2,59,3.5,Aston Villa,7,False,55,2,,122806,0,3,1,5,8,21,0,0,0,5,0,0,2,238,257.6,305.3,166.0,72.8,MID
69,Trossard,Leandro,10.2,0.7,4.0,58,3.4,Brighton,36,False,57,3,100.0,116216,1,3,1,4,5,21,0,0,0,1,0,0,5,186,210.0,430.8,314.0,95.3,MID
557,Lookman,Ademola,11.6,0.8,3.8,58,3.6,Fulham,54,False,50,3,,219352,0,3,3,3,4,15,0,0,1,3,0,0,5,185,338.4,364.2,503.0,120.6,MID
137,Townsend,Andros,10.4,0.4,2.5,58,3.2,Crystal Palace,31,False,56,2,,60252,0,3,1,3,4,21,0,0,0,0,0,0,6,228,306.8,413.3,149.0,87.1,MID
344,McGoldrick,David,11.2,0.5,2.8,58,3.2,Sheffield Utd,49,False,52,2,100.0,27436,1,4,5,1,5,19,0,0,0,2,0,0,6,194,248.4,147.0,379.0,77.4,FWD
162,Mina,Yerry,10.4,0.4,2.0,58,3.6,Everton,11,False,56,2,100.0,164511,1,2,2,0,4,18,0,0,0,1,0,0,5,292,381.8,21.3,156.0,56.1,DEF
405,Ndombele,Tanguy,9.7,0.6,3.5,57,3.6,Spurs,6,False,59,0,100.0,231372,1,3,3,1,8,7,0,0,0,2,0,0,5,209,265.6,190.0,189.0,64.5,MID
89,Westwood,Ashley,10.8,0.5,2.8,57,3.0,Burnley,90,False,53,5,100.0,60551,0,3,1,3,7,24,0,0,0,4,0,0,2,298,282.2,409.2,76.0,76.7,MID
81,Tarkowski,James,10.8,0.7,3.8,57,3.4,Burnley,90,False,53,0,100.0,17761,0,2,0,0,7,19,0,0,0,3,0,0,3,245,329.0,56.8,165.0,55.5,DEF
417,Johnstone,Sam,12.4,0.2,0.8,56,2.9,West Brom,35,False,45,0,,101982,1,1,0,0,2,46,0,0,0,0,0,80,7,357,580.0,0.0,0.0,58.0,GKP
123,James,Reece,11.0,0.0,0.2,56,4.0,Chelsea,8,False,51,0,100.0,225796,2,2,1,2,4,17,0,0,0,3,0,0,9,283,305.0,341.7,160.0,80.9,DEF
570,Dias Belloli,Raphael,10.2,1.1,6.2,55,3.9,Leeds,2,False,54,13,100.0,219961,2,3,3,3,4,19,0,0,0,2,0,0,4,198,284.8,332.6,372.0,99.0,MID
201,Alioski,Ezgjan,12.2,0.8,3.8,55,3.2,Leeds,2,False,45,0,100.0,105377,2,2,2,0,5,21,0,0,0,3,0,0,6,234,228.4,198.2,149.0,57.7,DEF
148,Walcott,Theo,9.5,0.4,2.5,55,3.7,Southampton,20,False,58,2,100.0,20467,0,3,2,3,5,19,0,0,0,0,0,0,2,126,189.8,180.7,261.0,62.8,MID
391,Dier,Eric,11.0,0.5,2.5,55,3.2,Spurs,6,False,50,0,100.0,93264,0,2,0,0,6,14,0,0,0,1,0,0,1,285,347.0,23.5,72.0,44.2,DEF
150,Sigurdsson,Gylfi,7.9,0.3,2.0,54,3.2,Everton,11,False,68,1,,55422,2,3,2,2,4,10,0,0,0,0,0,0,8,187,211.6,325.3,156.0,69.3,MID
492,Moreno,Rodrigo,9.5,0.7,4.0,54,3.2,Leeds,2,False,57,4,100.0,80954,2,4,3,3,2,19,0,0,0,1,0,0,8,200,212.6,309.3,429.0,95.1,FWD
489,Eze,Eberechi,9.3,0.5,3.0,54,3.0,Crystal Palace,31,False,58,2,100.0,232413,1,3,2,3,1,30,0,0,0,2,0,0,5,220,267.0,327.9,183.0,77.8,MID
362,Bertrand,Ryan,10.8,0.5,2.5,54,3.2,Southampton,20,False,50,0,100.0,40146,0,2,0,0,7,19,0,0,0,5,0,0,2,246,182.2,162.1,79.0,42.1,DEF
458,Boly,Willy,10.0,0.7,3.6,54,3.9,Wolves,39,False,54,6,100.0,90585,0,2,1,1,5,19,0,0,0,1,0,0,4,256,289.4,30.2,110.0,43.0,DEF
542,Reguilón,Sergio,9.3,0.4,2.5,53,4.1,Spurs,6,False,57,0,100.0,199249,0,2,0,3,5,11,0,0,0,2,0,0,3,225,217.6,155.3,130.0,50.4,DEF
437,Antonio,Michail,8.3,0.8,5.0,53,4.4,West Ham,21,False,64,5,100.0,57531,1,4,5,1,3,11,0,0,0,1,0,0,11,158,239.8,141.2,489.0,86.8,FWD
498,Castagne,Timothy,9.3,0.7,4.0,53,4.4,Leicester,13,False,57,2,100.0,166477,2,2,1,3,4,12,0,0,0,1,0,0,4,227,227.6,148.6,102.0,47.8,DEF
259,Alexander-Arnold,Trent,7.3,0.4,3.2,53,3.1,Liverpool,14,False,73,0,100.0,169187,0,2,0,2,4,21,0,0,0,1,0,0,4,293,265.2,477.5,229.0,97.0,DEF
219,Evans,Jonny,9.6,0.8,4.5,53,3.3,Leicester,13,False,55,2,75.0,37642,0,2,0,1,6,16,1,0,0,5,0,0,5,281,256.8,56.8,37.0,35.1,DEF
562,Aina,Ola,11.6,0.6,2.5,52,3.2,Fulham,54,False,45,6,,159506,1,2,1,0,4,17,0,0,0,1,0,0,3,251,273.2,127.5,52.0,45.2,DEF
97,Taylor,Charlie,11.6,0.1,0.4,52,3.2,Burnley,90,False,45,0,50.0,103914,0,2,0,2,5,20,0,0,0,1,0,0,3,257,264.2,137.0,35.0,43.6,DEF
100,McNeil,Dwight,9.1,0.6,3.6,52,3.1,Burnley,90,False,57,13,100.0,433154,1,3,1,2,7,21,0,0,0,1,0,0,3,211,257.4,314.2,76.0,65.0,MID
166,de Andrade,Richarlison,6.7,0.2,1.7,52,3.7,Everton,11,False,78,2,100.0,212319,0,4,2,5,3,12,0,0,0,2,1,0,8,173,252.8,154.2,454.0,86.0,FWD
62,Dunk,Lewis,10.6,1.0,4.8,51,3.0,Brighton,36,False,48,6,100.0,83299,1,2,2,0,4,26,1,0,0,4,1,0,6,285,349.6,61.5,209.0,62.0,DEF
303,Martial,Anthony,5.8,0.3,2.5,51,3.2,Man Utd,1,False,88,2,100.0,148225,1,4,2,5,3,21,0,0,0,0,1,0,2,169,199.2,205.8,494.0,89.6,FWD
92,Lowton,Matthew,11.4,0.7,3.2,50,3.3,Burnley,90,False,44,1,100.0,68983,0,2,0,0,6,16,0,0,0,2,0,0,2,230,218.2,84.0,26.0,32.9,DEF
483,Ramsdale,Aaron,10.9,0.7,3.2,50,2.5,Sheffield Utd,49,False,46,3,,225321,0,1,0,0,1,33,0,0,0,1,0,67,2,316,449.8,10.0,4.0,46.4,GKP
243,Wijnaldum,Georginio,9.4,0.3,1.6,50,2.6,Liverpool,14,False,53,0,,41733,0,3,1,1,5,20,0,0,0,0,0,0,1,244,202.4,230.2,169.0,60.2,MID
45,El Ghazi,Anwar,8.6,0.2,1.2,50,4.2,Aston Villa,7,False,58,1,,193488,1,3,5,0,3,5,0,0,0,1,0,0,6,165,253.6,157.1,390.0,80.2,MID
157,Pickford,Jordan,10.2,0.6,2.7,49,3.1,Everton,11,False,48,3,,111234,0,1,0,0,3,20,0,0,0,1,0,46,3,265,350.8,10.0,0.0,36.1,GKP
181,Decordova-Reid,Bobby,9.2,0.2,1.2,49,2.9,Fulham,54,False,53,2,100.0,96994,1,4,4,1,5,14,0,0,0,5,0,0,5,212,235.6,108.2,254.0,59.7,FWD
358,Robinson,Callum,9.1,0.6,3.2,49,2.6,West Brom,35,False,54,1,100.0,171975,1,4,2,3,2,31,0,0,0,0,0,0,4,165,126.8,172.8,197.0,48.9,FWD
74,White,Ben,11.1,0.8,3.4,49,2.6,Brighton,36,False,44,8,100.0,198869,0,2,0,0,5,28,0,0,0,2,0,0,2,291,258.8,107.1,42.0,41.0,DEF
191,Zambo Anguissa,André-Frank,10.9,0.7,3.0,49,2.6,Fulham,54,False,45,3,,203325,0,3,0,3,4,21,0,0,0,4,0,0,4,264,340.2,242.3,167.0,75.3,MID
448,Rice,Declan,10.2,0.5,2.6,49,2.5,West Ham,21,False,48,2,,204480,0,3,0,1,7,24,0,0,0,1,0,0,0,313,309.8,267.7,146.0,72.7,MID
308,Lindelöf,Victor,10.2,0.2,1.0,49,3.5,Man Utd,1,False,48,0,100.0,184667,0,2,1,1,4,16,0,0,0,0,0,0,1,250,276.8,53.1,52.0,38.2,DEF
572,Adarabioyo,Tosin,10.9,0.6,2.8,49,3.3,Fulham,54,False,45,6,,109646,1,2,0,1,4,16,0,0,0,1,0,0,5,259,309.8,28.2,89.0,43.0,DEF
57,Groß,Pascal,8.4,0.3,1.6,49,3.1,Brighton,36,False,58,3,,60307,0,3,2,2,3,12,0,0,0,1,0,0,6,204,240.0,401.2,163.0,80.4,MID
466,da Silva Neves,Rúben Diogo,9.4,0.9,4.6,49,2.5,Wolves,39,False,52,3,100.0,171317,0,3,2,0,4,25,0,0,0,3,0,0,3,264,349.6,245.8,241.0,83.8,MID
133,Kouyaté,Cheikhou,9.6,0.4,2.0,48,2.5,Crystal Palace,31,False,50,2,,55037,0,3,1,0,3,29,0,0,0,0,0,0,2,245,322.0,55.2,120.0,49.9,MID
339,Almirón,Miguel,8.6,0.5,2.7,48,2.7,Newcastle,4,False,56,9,,179018,0,3,2,1,2,22,0,0,0,1,0,0,4,181,247.4,234.0,195.0,67.7,MID
459,Coady,Conor,10.0,0.5,2.2,48,2.5,Wolves,39,False,48,6,100.0,94147,0,2,0,0,5,28,0,0,0,3,0,0,2,287,330.2,25.3,17.0,37.5,DEF
561,Fofana,Wesley,9.6,0.5,2.5,48,3.2,Leicester,13,False,50,2,100.0,444463,1,2,0,1,5,14,0,0,0,4,0,0,4,275,314.2,50.5,55.0,42.0,DEF
300,Shaw,Luke,9.8,0.7,3.3,47,2.9,Man Utd,1,False,48,1,100.0,106760,1,2,0,1,4,19,1,0,0,4,0,0,11,282,244.0,428.3,75.0,74.9,DEF
309,McTominay,Scott,9.6,0.3,1.3,47,2.8,Man Utd,1,False,49,0,100.0,195851,1,3,2,1,3,14,0,0,0,0,0,0,3,202,277.0,145.8,87.0,50.9,MID
386,Alderweireld,Toby,8.7,0.6,3.2,47,4.3,Spurs,6,False,54,0,100.0,55605,1,2,1,0,5,10,1,0,0,0,0,0,4,219,286.2,62.5,74.0,42.4,DEF
66,Webster,Adam,10.7,0.7,3.0,47,2.5,Brighton,36,False,44,6,,110735,0,2,0,0,5,26,0,0,0,3,0,0,0,272,289.0,77.2,200.0,56.5,DEF
105,Frello Filho,Jorge Luiz,10.0,0.3,1.5,47,3.9,Chelsea,8,False,47,3,100.0,85955,2,3,3,2,5,8,0,0,2,0,0,0,4,189,244.2,123.6,101.0,47.0,MID
494,Magalhães,Gabriel,9.4,0.0,0.0,47,3.9,Arsenal,3,False,50,0,100.0,226597,1,2,2,0,3,13,0,0,0,1,1,0,6,224,300.0,22.3,138.0,46.0,DEF
468,Jota,Diogo,7.1,0.0,0.0,47,5.2,Liverpool,14,False,66,0,0.0,194634,0,3,5,0,1,11,0,0,0,0,0,0,7,138,198.0,95.3,266.0,56.0,MID
197,Ayling,Luke,10.2,0.6,2.5,46,2.4,Leeds,2,False,45,2,,66588,0,2,0,0,6,35,0,0,0,3,0,0,1,350,445.6,251.5,164.0,86.1,DEF
187,Neves Abreu Cavaleiro,Ivan Ricardo,8.7,0.7,3.8,46,2.7,Fulham,54,False,53,3,100.0,166324,1,3,2,0,3,23,0,0,1,1,0,0,4,107,178.8,295.1,357.0,83.0,MID
389,Aurier,Serge,8.8,0.5,2.5,46,4.6,Spurs,6,False,52,0,100.0,80226,0,2,2,1,3,11,0,0,0,0,0,0,2,202,254.6,124.8,115.0,49.5,DEF
130,McArthur,James,8.7,0.8,4.0,45,2.5,Crystal Palace,31,False,52,2,,50471,0,3,0,2,4,26,0,0,0,3,0,0,3,228,285.2,202.2,65.0,55.2,MID
485,Hendrick,Jeff,9.8,0.3,1.2,45,3.2,Newcastle,4,False,46,2,100.0,83314,1,3,2,1,2,17,0,0,0,0,0,0,3,161,184.6,66.7,83.0,33.1,MID
244,Henderson,Jordan,8.3,0.3,1.6,45,3.0,Liverpool,14,False,54,0,75.0,56979,0,3,1,2,4,12,0,0,0,0,0,0,2,250,267.4,205.8,95.0,56.9,MID
512,Doucouré,Abdoulaye,8.7,0.2,1.0,45,2.6,Everton,11,False,52,0,100.0,121599,1,3,1,2,4,21,0,0,0,5,0,0,2,255,265.6,188.8,202.0,65.6,MID
286,Hernandez,Rodrigo,8.3,0.6,3.4,45,2.5,Man City,43,False,54,3,,220566,0,3,0,1,8,13,0,0,0,3,0,0,3,266,307.0,281.0,186.0,77.5,MID
159,Iwobi,Alex,7.5,0.5,3.0,44,2.8,Everton,11,False,59,1,,153133,1,3,1,3,4,11,0,0,0,0,0,0,1,181,209.0,173.6,181.0,56.4,MID
396,Højbjerg,Pierre-Emile,9.0,0.4,2.0,44,2.4,Spurs,6,False,49,0,100.0,132015,0,3,0,2,6,17,0,0,0,4,0,0,0,245,329.2,152.9,74.0,55.7,MID
142,Schlupp,Jeffrey,8.1,0.3,1.5,44,2.9,Crystal Palace,31,False,54,0,0.0,86417,1,3,2,1,4,17,0,0,0,2,0,0,3,121,219.8,158.1,230.0,60.7,MID
500,Havertz,Kai,5.4,0.2,2.0,44,2.6,Chelsea,8,False,82,3,100.0,219847,0,3,1,3,4,12,0,0,0,2,0,0,0,156,159.8,203.0,179.0,54.0,MID
460,Jiménez,Raúl,5.2,0.0,0.0,43,4.3,Wolves,39,False,82,0,0.0,102057,0,4,4,1,4,10,1,0,0,0,0,0,7,148,177.4,96.2,275.0,55.0,FWD
52,Soares de Paulo,Douglas Luiz,8.8,0.6,3.0,43,2.5,Aston Villa,7,False,49,5,100.0,230046,0,3,0,2,8,21,0,0,0,2,1,0,0,199,217.2,197.7,98.0,51.5,MID
470,Kilman,Max,10.8,0.4,1.8,43,3.9,Wolves,39,False,40,6,,214048,1,2,0,1,4,7,0,0,0,1,0,0,6,174,145.0,39.3,45.0,22.8,DEF
478,Borges Da Silva,Willian,5.6,0.1,0.6,42,2.8,Arsenal,3,False,75,1,100.0,47431,1,3,0,4,2,13,0,0,0,0,0,0,2,175,130.6,300.0,118.0,55.1,MID
546,Cabral Semedo,Nélson,7.9,0.4,2.0,42,2.5,Wolves,39,False,53,6,,200402,0,2,0,1,4,24,1,0,0,4,0,0,2,269,310.6,199.8,110.0,62.3,DEF
364,Romeu Vidal,Oriol,9.3,0.2,0.8,42,2.8,Southampton,20,False,45,0,0.0,78056,0,3,1,1,6,16,0,0,0,5,0,0,4,205,284.0,191.7,94.0,57.0,MID
155,Digne,Lucas,6.8,0.4,2.3,41,4.1,Everton,11,False,60,2,100.0,101188,1,2,0,6,1,16,0,0,0,0,1,0,8,206,235.8,277.4,66.0,58.1,DEF
569,Cavani,Edinson,5.2,0.3,2.2,41,3.2,Man Utd,1,False,79,1,100.0,40720,1,4,4,2,2,5,0,0,0,1,0,0,4,153,200.8,60.7,267.0,52.4,FWD
246,Matip,Joel,7.6,0.0,0.2,41,4.6,Liverpool,14,False,54,0,100.0,60914,1,2,1,2,3,5,0,0,0,2,0,0,5,179,170.8,41.8,84.0,29.7,DEF
98,Brownhill,Josh,8.4,0.4,2.2,41,2.3,Burnley,90,False,49,1,75.0,172782,0,3,0,0,7,18,0,0,0,1,0,0,0,203,222.0,156.5,194.0,57.4,MID
441,Haller,Sébastien,6.7,0.1,0.6,41,2.6,West Ham,21,False,61,0,0.0,103123,0,4,3,0,3,12,0,0,0,0,0,0,4,113,169.6,131.6,361.0,66.2,FWD
106,Barkley,Ross,6.8,0.3,2.0,40,3.6,Aston Villa,7,False,59,2,100.0,88894,1,3,2,1,4,12,0,0,0,0,0,0,4,136,157.6,283.3,267.0,70.8,MID
443,Balbuena,Fabián,9.1,0.0,0.0,40,3.3,West Ham,21,False,44,0,100.0,166640,0,2,1,0,4,16,0,0,0,1,0,0,0,185,240.4,7.7,75.0,32.4,DEF
114,Ziyech,Hakim,4.9,0.2,1.8,40,3.6,Chelsea,8,False,81,3,100.0,124183,2,3,1,3,5,6,0,0,0,3,0,0,6,138,155.2,278.4,177.0,61.2,MID
422,Furlong,Darnell,8.9,0.1,0.4,40,2.1,West Brom,35,False,45,0,,176420,0,2,1,2,2,40,1,0,0,2,0,0,2,222,288.8,165.0,163.0,61.8,DEF
253,Tavares,Fabio Henrique,7.4,0.3,1.4,40,2.4,Liverpool,14,False,54,0,100.0,116643,0,3,0,1,6,18,0,0,0,4,0,0,2,264,309.2,60.6,16.0,38.9,MID
132,Benteke,Christian,7.1,0.5,2.8,39,2.8,Crystal Palace,31,False,55,5,100.0,54861,1,4,3,2,1,13,0,0,0,0,1,0,3,103,163.6,122.1,375.0,65.9,FWD
9,Xhaka,Granit,7.5,0.7,3.4,39,2.4,Arsenal,3,False,52,5,100.0,84450,0,3,1,1,6,13,0,0,0,2,1,0,1,206,230.4,104.2,85.0,42.0,MID
95,Brady,Robbie,7.8,0.6,3.0,39,2.8,Burnley,90,False,50,1,100.0,90517,0,3,1,1,7,4,0,0,0,2,0,0,3,140,156.2,128.1,159.0,44.4,MID
113,Kanté,N'Golo,7.8,0.0,0.2,38,2.2,Chelsea,8,False,49,0,75.0,116594,0,3,0,1,6,21,0,0,0,5,0,0,0,245,274.6,220.8,31.0,52.9,MID
287,Torres,Ferran,5.5,0.1,1.0,38,3.2,Man City,43,False,69,1,100.0,224444,0,3,2,2,4,6,0,0,0,1,0,0,0,88,112.8,103.3,279.0,49.3,MID
102,Azpilicueta,César,6.8,0.6,3.2,38,3.8,Chelsea,8,False,56,7,,41328,0,2,0,1,5,7,0,0,0,3,0,0,2,174,167.6,132.4,72.0,37.2,DEF
340,Apolinário de Lira,Joelinton Cássio,6.7,0.2,1.0,38,2.4,Newcastle,4,False,57,0,,180974,1,4,1,2,2,18,0,0,0,2,0,0,2,132,169.8,125.3,230.0,52.6,FWD
419,Ajayi,Oluwasemilogo Adesewo Ibidapo,7.9,0.3,1.4,38,2.0,West Brom,35,False,48,0,,146426,0,2,2,1,1,48,0,0,0,3,0,0,2,233,374.4,30.9,103.0,50.7,DEF
140,Ayew,Jordan,6.6,0.4,2.0,37,2.3,Crystal Palace,31,False,56,4,100.0,80146,0,4,1,2,2,20,0,0,0,0,0,0,2,104,118.6,86.7,207.0,41.2,FWD
464,Dendoncker,Leander,7.9,0.3,1.2,37,2.5,Wolves,39,False,47,3,100.0,151589,0,3,0,2,6,14,0,0,0,3,0,0,0,121,141.8,206.4,255.0,60.2,MID
442,Masuaku,Arthur,8.6,0.0,0.0,37,3.7,West Ham,21,False,43,0,0.0,105717,1,2,0,1,4,12,0,0,0,1,0,0,4,179,142.6,172.1,60.0,37.5,DEF
67,Veltman,Joël,8.6,0.9,3.8,37,2.5,Brighton,36,False,43,8,,111478,2,2,0,0,3,17,0,0,0,2,0,0,6,208,246.6,186.8,24.0,45.7,DEF
204,Phillips,Kalvin,7.6,0.3,1.5,37,2.5,Leeds,2,False,49,2,100.0,155405,0,3,0,2,5,24,0,0,0,5,0,0,2,227,318.2,272.6,52.0,64.5,MID
544,Gallagher,Conor,6.7,0.1,0.8,37,2.6,West Brom,35,False,55,0,100.0,232787,0,3,2,0,2,27,0,0,0,6,0,0,3,173,237.4,133.9,161.0,53.2,MID
165,Holgate,Mason,7.5,0.4,1.7,36,4.0,Everton,11,False,48,2,100.0,194164,1,2,1,0,3,8,0,0,0,3,0,0,4,169,192.4,67.4,61.0,32.1,DEF
281,Veiga de Carvalho e Silva,Bernardo Mota,4.9,0.5,3.6,36,2.8,Man City,43,False,74,4,100.0,165809,0,3,1,1,6,4,0,0,0,1,0,0,1,168,161.0,192.5,210.0,56.5,MID
571,Andersen,Joachim,8.0,0.6,2.5,36,2.8,Fulham,54,False,45,6,100.0,174874,0,2,0,0,4,13,0,0,0,2,1,0,2,201,224.4,18.5,13.0,25.7,DEF
588,Welbeck,Danny,6.5,0.0,0.0,36,4.0,Brighton,36,False,55,0,0.0,50175,1,4,2,2,2,9,0,0,0,0,0,0,6,114,111.8,94.8,256.0,46.3,FWD
76,Bissouma,Yves,8.0,0.2,1.0,36,2.0,Brighton,36,False,45,2,100.0,227127,0,3,1,0,4,25,0,0,0,6,1,0,2,224,254.6,145.7,110.0,50.8,MID
282,de Jesus,Gabriel Fernando,4.0,0.2,1.6,36,3.3,Man City,43,False,91,1,100.0,205651,0,4,2,2,4,5,0,0,0,1,0,0,4,114,133.4,169.5,245.0,54.8,FWD
184,Mitrović,Aleksandar,6.5,0.1,0.5,36,2.4,Fulham,54,False,55,1,100.0,128389,0,4,2,2,1,13,0,0,1,2,0,0,3,94,151.4,158.1,391.0,68.6,FWD
205,Sousa de Azevedo e Costa,Hélder Wander,7.1,0.0,0.2,36,3.3,Leeds,2,False,51,0,,165808,1,3,2,2,2,17,1,0,0,0,0,0,2,98,154.6,112.7,192.0,45.8,MID
87,Barnes,Ashley,5.8,0.4,2.4,35,2.3,Burnley,90,False,60,0,75.0,44699,0,4,2,0,5,15,0,0,0,4,0,0,4,70,111.4,183.4,348.0,63.9,FWD
115,Loftus-Cheek,Ruben,5.9,0.3,1.8,35,2.5,Fulham,54,False,59,3,100.0,126187,0,3,1,0,6,9,0,0,0,1,0,0,0,93,107.0,98.0,237.0,44.4,MID
77,Lamptey,Tariq,7.4,0.0,0.0,35,3.2,Brighton,36,False,47,0,0.0,232792,0,2,1,3,2,15,0,0,0,2,1,0,2,156,147.8,162.9,156.0,46.7,DEF
346,Fleck,John,6.2,0.6,3.2,35,2.5,Sheffield Utd,49,False,56,5,100.0,47247,0,3,0,3,1,20,0,0,0,1,0,0,1,173,169.2,279.0,77.0,52.5,MID
